Season,Tm,FG,FGA,FG%,3P,3PA,3P%,Less than 8ft. usage %,8-16 feet usage %,16-24 feet usage %,24+ feet usage %,Back Court Shots usage %,Avg. Shot Dis.(ft.)
2005-06,MIN,35.2,77.3,0.456,3.8,11.5,0.329,37.22,17.56,30.41,14.46,0.35,12.08
2004-05,MIN,37.1,80.8,0.459,4.8,14,0.345,32.01,22.3,28.44,17,0.24,12.79
2003-04,MIN,37,80.1,0.462,4,10.9,0.363,30.65,25.61,30.12,13.33,0.29,12.58
2002-03,MIN,38.7,83,0.466,3.6,9.8,0.368,35.84,19.81,32.61,11.61,0.13,11.92
2001-02,MIN,38.7,84,0.461,4.8,12.8,0.378,35.91,20.39,28.58,14.97,0.16,12.05
2000-01,MIN,38.4,83.8,0.458,3.9,11,0.357,35.6,19.84,31.42,12.97,0.17,12.08
1999-00,MIN,39.3,84.3,0.467,3,8.7,0.346,33.92,20.88,34.85,10.1,0.25,12.1
1998-99,MIN,36.8,86.5,0.425,2.4,8.2,0.298,35.22,22.69,32.66,9.24,0.18,11.67
1997-98,MIN,38.5,83.5,0.461,3.7,10.6,0.347,39.99,21.01,26.25,12.56,0.19,10.99
1996-97,MIN,35.8,78.5,0.456,4.5,13.3,0.339,41.65,20.48,29.42,8.25,0.2,10.6
1995-96,MIN,36.3,79,0.459,3.4,10.5,0.326,0,0,0,0,0,0
1994-95,MIN,34,75.8,0.449,3.9,12.4,0.313,0,0,0,0,0,0
1993-94,MIN,36.4,79.7,0.457,2.2,6.8,0.329,0,0,0,0,0,0
1992-93,MIN,37.1,79.6,0.466,2,6.9,0.292,0,0,0,0,0,0
1991-92,MIN,41,89.5,0.458,1.5,4.8,0.32,0,0,0,0,0,0
1990-91,MIN,39.8,88.7,0.449,1.3,4.6,0.283,0,0,0,0,0,0
1989-90,MIN,37.4,83.9,0.446,0.9,3.6,0.248,0,0,0,0,0,0
2016-17,NOP,38.3,85.7,0.447,7.9,24.5,0.325,39.84,14.49,17.13,28.24,0.31,12.91
2015-16,NOP,38.5,85.9,0.448,8.6,23.8,0.36,41.01,13.76,17.54,27.48,0.21,12.52
2014-15,NOP,37.9,82.9,0.457,7.1,19.3,0.37,46.64,13.1,16.93,23.06,0.27,11.42
2013-14,NOP,37.8,82.5,0.459,5.9,15.9,0.373,47.92,14.35,18.46,18.92,0.35,10.99
2012-13,NOH,36,80.4,0.448,6.5,18,0.363,46.29,13.84,17.5,22.11,0.26,11.59
2011-12,NOH,34.8,77.3,0.451,3.9,11.8,0.333,43.13,19.17,22.48,15.15,0.08,11.28
2010-11,NOH,35.9,78.2,0.459,5.4,15,0.36,39.45,17.67,23.68,18.89,0.31,12.27
2009-10,NOH,38.8,83.4,0.464,7,19.2,0.363,39.3,17.3,20.42,22.83,0.15,11.96
2008-09,NOH,35.5,77.6,0.457,6.8,18.6,0.364,36.03,18.65,21.36,23.81,0.14,12.43
2007-08,NOH,38.6,82.9,0.466,7.7,19.8,0.389,37.49,15.95,22.73,23.66,0.16,12.39
2006-07,NOK,36.2,81.4,0.445,5.5,15.3,0.362,44.2,15.4,21.61,18.65,0.13,11.14
2005-06,NOK,34.5,78.4,0.44,3.7,10.8,0.339,43.12,16.43,26.68,13.6,0.17,10.85
2004-05,NOH,33.1,80,0.415,5.1,16,0.315,36.79,15.43,27.74,19.87,0.17,12.25
2003-04,NOH,33.8,80.5,0.42,6.5,20.3,0.319,37.92,16.02,20.86,24.99,0.2,12.46
2002-03,NOH,35.5,81.6,0.435,4.9,13.1,0.376,37.65,22.21,24.12,15.91,0.1,11.6
2016-17,NYK,39.8,89.3,0.446,8.9,25.1,0.356,39.08,16.18,16.61,27.63,0.5,12.76
2015-16,NYK,36.9,84,0.439,7.4,21.5,0.346,36.61,17.61,20.26,25.32,0.2,12.99
2014-15,NYK,35.1,82,0.428,6.8,19.7,0.347,35.82,15.54,24.65,23.73,0.27,13.27
2013-14,NYK,36.9,82.2,0.449,9.3,24.9,0.372,34.23,13.28,22.21,29.9,0.37,13.91
2012-13,NYK,36.5,81.6,0.448,10.9,28.9,0.376,35.73,10.09,18.7,34.98,0.49,14.15
2011-12,NYK,35.8,80.8,0.443,7.8,23.3,0.336,42.04,11.04,18.09,28.58,0.24,12.53
2010-11,NYK,38.3,83.7,0.457,9.3,25.4,0.368,40.13,11.68,17.88,30.1,0.21,13.05
2009-10,NYK,38.1,83.9,0.455,9.1,26.2,0.346,39.35,9.14,20.17,31.05,0.29,13.06
2008-09,NYK,38.5,86.5,0.445,10,27.9,0.36,41.59,10.9,15.41,31.76,0.34,12.5
2007-08,NYK,36.2,82.4,0.439,6,17.7,0.337,45.26,13.7,19.49,21.2,0.36,11.19
2006-07,NYK,35.4,77.5,0.457,5.8,16.7,0.346,50.13,10.29,18.08,21.18,0.33,10.52
2005-06,NYK,34.4,75.7,0.455,3.9,10.8,0.362,50.23,15.06,20.61,13.78,0.31,9.74
2004-05,NYK,36.3,80.5,0.451,5.4,15.1,0.356,40.07,16.09,25.11,18.38,0.35,11.76
2003-04,NYK,35.1,79.4,0.442,5,13.6,0.364,36.91,22.45,23.6,16.78,0.26,11.82
2002-03,NYK,36.2,82,0.441,7.4,19.3,0.383,30.87,23.51,22.22,23.18,0.21,13.12
2001-02,NYK,34.4,79.5,0.432,5.8,16.4,0.353,36,23.59,19.8,20.48,0.14,12.13
2000-01,NYK,33.6,75.6,0.444,4.8,13.6,0.351,38.84,22.83,20.36,17.8,0.18,11.56
1999-00,NYK,35.3,77.7,0.455,4.3,11.4,0.375,39.89,27.61,18.02,14.12,0.36,10.82
1998-99,NYK,32.2,74.1,0.435,4.2,11.8,0.353,44.2,23.43,16.47,15.66,0.24,10.45
1997-98,NYK,34.9,78.2,0.447,4.7,13.9,0.335,39.66,19.74,22.82,17.48,0.3,11.56
1996-97,NYK,35.1,75.9,0.463,5.7,15.8,0.363,44.07,20.43,25.19,10.14,0.18,10.39
1995-96,NYK,36.6,77.8,0.471,5.9,15.7,0.377,0,0,0,0,0,0
1994-95,NYK,36.4,78,0.467,6.5,17.6,0.368,0,0,0,0,0,0
1993-94,NYK,37.8,82.1,0.46,3.9,11.1,0.348,0,0,0,0,0,0
1992-93,NYK,39.1,84.1,0.465,2.4,7.4,0.32,0,0,0,0,0,0
1991-92,NYK,40.4,84.7,0.477,2.5,7.5,0.325,0,0,0,0,0,0
1990-91,NYK,40.3,83.2,0.485,2.3,6.8,0.332,0,0,0,0,0,0
1989-90,NYK,41.9,86.5,0.484,2.9,8.7,0.332,0,0,0,0,0,0
1988-89,NYK,45.1,92.8,0.486,4.7,14,0.337,0,0,0,0,0,0
1987-88,NYK,41,88.2,0.465,2.2,6.9,0.316,0,0,0,0,0,0
1986-87,NYK,40.6,85.6,0.474,1.5,4.6,0.333,0,0,0,0,0,0
1985-86,NYK,39.5,85.8,0.46,1,2.9,0.343,0,0,0,0,0,0
1984-85,NYK,41.9,86.6,0.484,0.6,2.4,0.258,0,0,0,0,0,0
1983-84,NYK,41.3,83.4,0.495,0.6,2,0.285,0,0,0,0,0,0
1982-83,NYK,39.9,82.8,0.482,0.4,1.6,0.252,0,0,0,0,0,0
1981-82,NYK,43,87.5,0.491,0.7,2.6,0.271,0,0,0,0,0,0
1980-81,NYK,42.7,88.5,0.483,0.7,2.9,0.237,0,0,0,0,0,0
1979-80,NYK,46.4,93.6,0.496,0.5,2.3,0.22,0,0,0,0,0,0
2016-17,OKC,40.8,88.8,0.459,9,25.7,0.348,45.41,15.66,9.97,28.73,0.23,11.53
2015-16,OKC,41.1,86.4,0.476,8.3,23.7,0.349,42.72,15.02,14.72,27.41,0.14,11.95
2014-15,OKC,38.8,86.8,0.447,7.7,22.7,0.339,43.3,14.14,16.42,25.98,0.16,11.93
2013-14,OKC,39,82.7,0.471,8.1,22.4,0.361,39.88,16.3,16.71,26.85,0.27,12.48
2012-13,OKC,38.1,79.3,0.481,7.3,19.4,0.377,40.32,16.7,18.56,24.2,0.22,12.11
2011-12,OKC,37.3,79.2,0.471,7.2,20,0.358,41.17,16.12,17.48,25,0.23,12.1
2010-11,OKC,37.4,80.6,0.464,5.9,17.1,0.347,41.3,15.76,21.71,21.02,0.21,11.97
2009-10,OKC,37.4,80.8,0.462,5.1,15,0.34,42.57,16.61,22.27,18.45,0.11,11.11
2008-09,OKC,36.6,81.9,0.447,4,11.6,0.346,43.71,17.37,24.69,14.02,0.21,10.7
2007-08,SEA,38.1,85.8,0.444,3.8,11.5,0.333,40,19.01,27.66,13.25,0.09,11.28
2006-07,SEA,37.2,80.8,0.46,6.4,17.7,0.362,42.92,18.13,17.04,21.66,0.26,11.47
2005-06,SEA,37.5,81.8,0.459,7.4,19.9,0.371,41.07,16.23,18.43,23.92,0.36,12.15
2004-05,SEA,35.1,79.2,0.444,8.1,22.2,0.365,40.12,15.34,16.5,27.73,0.31,12.49
2003-04,SEA,35.8,80.4,0.446,8.8,23.6,0.373,36.85,15.58,18.3,28.98,0.28,13.12
2002-03,SEA,35.2,80.5,0.437,5.6,15.7,0.353,38.4,17.02,24.91,19.48,0.2,12.2
2001-02,SEA,38.2,81.5,0.469,6,15.8,0.378,42.96,16.15,21.57,19.2,0.12,11.43
2000-01,SEA,36.9,81.1,0.456,5.7,14.3,0.399,49.74,16.27,16.42,17.4,0.17,10.28
1999-00,SEA,37.9,84.7,0.447,6.7,19.6,0.339,41.53,12.97,22.4,22.99,0.1,12.16
1998-99,SEA,35.1,79.5,0.442,6.2,18,0.344,44.62,15.82,17.03,22.43,0.1,11.39
1997-98,SEA,37.2,78.8,0.473,7.6,19.1,0.396,43.83,14.3,17.63,24.19,0.05,11.55
1996-97,SEA,36.5,78.2,0.467,6.8,19.3,0.353,51.19,12.54,25.06,11.02,0.19,9.83
1995-96,SEA,37.5,78.1,0.48,7.1,19.5,0.364,0,0,0,0,0,0
1994-95,SEA,40.4,82.2,0.491,6,15.9,0.376,0,0,0,0,0,0
1993-94,SEA,40.7,84.2,0.484,3,8.8,0.335,0,0,0,0,0,0
1992-93,SEA,42.4,87.1,0.486,2.7,7.4,0.357,0,0,0,0,0,0
1991-92,SEA,41.2,86.9,0.474,2.5,7.9,0.317,0,0,0,0,0,0
1990-91,SEA,42.7,86.8,0.492,1.7,5.2,0.319,0,0,0,0,0,0
1989-90,SEA,42.3,88.3,0.479,2.8,7.9,0.355,0,0,0,0,0,0
1988-89,SEA,43.5,91.2,0.477,3.6,9.4,0.379,0,0,0,0,0,0
1987-88,SEA,43.2,90.8,0.476,2.7,7.8,0.346,0,0,0,0,0,0
1986-87,SEA,43.8,90.9,0.482,2.3,7,0.335,0,0,0,0,0,0
1985-86,SEA,40.7,86.1,0.472,1,3.7,0.263,0,0,0,0,0,0
1984-85,SEA,40,84.3,0.474,0.5,2.3,0.243,0,0,0,0,0,0
1983-84,SEA,42.2,86.4,0.488,0.3,1.7,0.193,0,0,0,0,0,0
1982-83,SEA,43.9,88.7,0.494,0.4,1.7,0.21,0,0,0,0,0,0
1981-82,SEA,42.7,87.5,0.488,0.5,1.9,0.248,0,0,0,0,0,0
1980-81,SEA,40.8,87.1,0.468,0.4,1.4,0.274,0,0,0,0,0,0
1979-80,SEA,43.3,92.3,0.47,0.7,2.3,0.312,0,0,0,0,0,0
2016-17,ORL,35.1,85.2,0.412,7.8,24.6,0.317,40.07,14.12,17.12,28.3,0.39,12.85
2015-16,ORL,39.5,86.8,0.455,7.8,22.2,0.35,40.92,13.01,20.6,25.14,0.34,12.52
2014-15,ORL,37.5,82.8,0.453,6.8,19.5,0.347,45.47,13.8,17.14,23.37,0.22,11.56
2013-14,ORL,36.9,82.7,0.445,6.9,19.5,0.353,39.21,14.1,23.19,23.25,0.25,12.63
2012-13,ORL,37.7,84.2,0.448,6.2,18.7,0.329,41.85,15.3,20.6,22.15,0.12,12.09
2011-12,ORL,34.5,78.2,0.441,10.2,27,0.375,41.64,8.58,14.94,34.6,0.24,13.39
2010-11,ORL,36,78.2,0.461,9.4,25.6,0.366,38.06,12.75,16.41,32.41,0.37,13.58
2009-10,ORL,36.6,78,0.47,10.3,27.3,0.375,38.52,12.03,14.4,34.64,0.41,13.29
2008-09,ORL,35.7,78.2,0.457,10,26.2,0.381,36.74,14.34,15.51,33.21,0.2,13.21
2007-08,ORL,37.3,78.6,0.474,9.8,25.3,0.386,41.13,13.56,13.17,31.83,0.31,12.42
2006-07,ORL,35.1,74.3,0.472,4.2,11.7,0.356,46.95,14.88,22.49,15.55,0.13,10.4
2005-06,ORL,35.5,75.2,0.472,3.6,9.7,0.376,45.18,16.08,25.81,12.72,0.21,10.56
2004-05,ORL,37,81.5,0.454,3.9,11.2,0.349,40.14,18.61,27.61,13.51,0.14,11.24
2003-04,ORL,35.4,82.5,0.429,5.2,15.2,0.344,35.73,18.53,27.33,18.31,0.1,12.39
2002-03,ORL,35.9,82.5,0.436,6.9,19.4,0.357,35.11,11.96,29.55,23.19,0.19,13.11
2001-02,ORL,37.6,84.1,0.448,7.6,20.2,0.373,38.23,13.36,24.34,23.93,0.14,12.57
2000-01,ORL,36.7,83.8,0.438,6,16.4,0.364,38.24,16.21,25.99,19.29,0.28,12.18
1999-00,ORL,38.6,85.5,0.452,3.6,10.6,0.338,42.51,17.58,27.52,12.18,0.21,10.82
1998-99,ORL,33.7,78.9,0.428,4.5,13.5,0.33,39.48,17.95,25.39,16.71,0.47,11.71
1997-98,ORL,33.8,78.7,0.429,3.6,11.1,0.323,40.35,17.82,27.85,13.72,0.25,11.3
1996-97,ORL,34.6,79.2,0.437,6.9,20.3,0.341,44.41,16.04,27.91,11.41,0.25,10.91
1995-96,ORL,39.1,81,0.482,7.6,20.1,0.378,0,0,0,0,0,0
1994-95,ORL,42.2,84.1,0.502,6.4,17.2,0.37,0,0,0,0,0,0
1993-94,ORL,40.7,83.9,0.485,4.8,13.9,0.347,0,0,0,0,0,0
1992-93,ORL,39.7,81.8,0.486,3.9,10.8,0.357,0,0,0,0,0,0
1991-92,ORL,39.3,86.6,0.453,2.4,7.4,0.324,0,0,0,0,0,0
1990-91,ORL,40.2,88.5,0.455,3.3,9.2,0.358,0,0,0,0,0,0
1989-90,ORL,42.2,91.8,0.459,1.4,4.8,0.295,0,0,0,0,0,0
2016-17,PHI,36.7,84.6,0.434,10.7,29.2,0.366,39.35,12.92,13.45,34.15,0.13,13.36
2015-16,PHI,36.2,84,0.431,9.3,27.5,0.339,44.42,12.85,9.98,32.52,0.23,12.42
2014-15,PHI,33.7,82.6,0.408,8.4,26.3,0.32,47.15,9.25,11.75,31.59,0.27,12.22
2013-14,PHI,37.9,87.2,0.435,7,22.5,0.312,51.3,11.75,11.14,25.53,0.28,10.91
2012-13,PHI,37.3,84.1,0.444,6.3,17.5,0.36,38.47,17.84,22.85,20.67,0.17,12.25
2011-12,PHI,37.4,83.6,0.448,5.3,14.6,0.362,36.88,23.18,22.59,17.14,0.21,12.06
2010-11,PHI,38.1,82.6,0.461,5.4,15.2,0.355,39.05,21.16,21.28,18.27,0.24,11.95
2009-10,PHI,37.6,81.8,0.46,5.8,16.8,0.343,39.52,18.95,20.84,20.3,0.39,11.75
2008-09,PHI,36.5,79.7,0.459,4.2,13.1,0.318,45.6,17.61,20.38,16.08,0.34,10.44
2007-08,PHI,37.3,81.1,0.46,3.7,11.6,0.317,43.73,19.32,22.6,13.86,0.5,10.6
2006-07,PHI,35.8,78.1,0.458,3.5,10,0.345,40.39,20.63,26.15,12.52,0.31,11.02
2005-06,PHI,36.6,79.8,0.458,4.6,12.6,0.364,43.37,18.9,22.03,15.54,0.17,10.71
2004-05,PHI,35.9,82.1,0.437,6.2,17.7,0.348,41.32,15.89,21.26,21.39,0.14,11.65
2003-04,PHI,32.7,76.3,0.428,4.1,12.1,0.342,40.83,21.74,21.58,15.7,0.14,10.93
2002-03,PHI,36.3,81,0.448,3,9.6,0.311,46.75,21.3,20.07,11.72,0.17,9.74
2001-02,PHI,34.2,78.5,0.436,2.6,8.7,0.299,40.65,26.48,21.78,11.02,0.08,10.51
2000-01,PHI,35.4,79.1,0.447,3.2,9.8,0.326,42.78,26.44,18.42,12.16,0.2,10.45
1999-00,PHI,36.5,82.6,0.442,2.5,7.8,0.323,44.57,26.37,19.42,9.52,0.12,9.95
1998-99,PHI,33.1,77.7,0.426,2,7.4,0.264,43.5,25.86,21.09,9.37,0.18,10.17
1997-98,PHI,34.6,78.2,0.443,3,9.9,0.3,46.63,23.31,17.46,12.45,0.14,9.86
1996-97,PHI,36.6,83.5,0.438,5.3,16.5,0.319,49.12,18.23,19.09,13.37,0.19,9.6
1995-96,PHI,34.1,78.3,0.436,6,17.5,0.342,0,0,0,0,0,0
1994-95,PHI,36,80.2,0.448,4.3,11.4,0.379,0,0,0,0,0,0
1993-94,PHI,37.8,83.2,0.455,3.9,11.5,0.338,0,0,0,0,0,0
1992-93,PHI,39.3,86.3,0.456,4,11.5,0.351,0,0,0,0,0,0
1991-92,PHI,38.9,82.5,0.471,2.8,8.3,0.334,0,0,0,0,0,0
1990-91,PHI,40.1,84.5,0.475,2.4,7.5,0.316,0,0,0,0,0,0
1989-90,PHI,41.9,85.7,0.489,2.3,6.6,0.348,0,0,0,0,0,0
1988-89,PHI,42.7,87.8,0.486,2.5,7.9,0.316,0,0,0,0,0,0
1987-88,PHI,39.2,82.7,0.474,1.9,5.7,0.323,0,0,0,0,0,0
1986-87,PHI,40.7,82.8,0.491,1.1,4.1,0.259,0,0,0,0,0,0
1985-86,PHI,41.9,86.1,0.487,0.6,2.7,0.228,0,0,0,0,0,0
1984-85,PHI,42,85.3,0.492,0.7,2.7,0.263,0,0,0,0,0,0
1983-84,PHI,41.3,83.3,0.495,0.4,1.3,0.271,0,0,0,0,0,0
1982-83,PHI,43.9,88,0.499,0.3,1.3,0.229,0,0,0,0,0,0
1981-82,PHI,44.1,85,0.518,0.5,1.7,0.295,0,0,0,0,0,0
1980-81,PHI,44.3,86.3,0.514,0.2,1,0.226,0,0,0,0,0,0
1979-80,PHI,43,87.3,0.492,0.3,1.5,0.216,0,0,0,0,0,0
2016-17,PHO,39.2,88.8,0.441,7.5,22.6,0.33,41.29,16.17,17.06,25.12,0.36,12.24
2015-16,PHO,37.2,85.6,0.435,9,25.8,0.348,41.74,12.58,15.53,29.94,0.21,12.61
2014-15,PHO,38.8,85.8,0.452,8.5,25,0.341,39.64,16.01,15.26,28.77,0.33,12.61
2013-14,PHO,38.7,83.5,0.463,9.3,25.1,0.372,40.23,15.46,14.31,29.77,0.23,12.6
2012-13,PHO,37.3,84.4,0.443,5.9,17.7,0.33,40.03,15.25,23.68,20.79,0.25,12.25
2011-12,PHO,37.8,82.5,0.458,6.7,19.6,0.343,37.83,15.81,22.5,23.62,0.24,12.79
2010-11,PHO,39.3,83.5,0.47,8.5,22.6,0.377,38.31,15.3,19.26,26.88,0.25,12.89
2009-10,PHO,40.7,82.8,0.492,8.9,21.6,0.412,40.05,15.28,18.57,25.85,0.25,12.13
2008-09,PHO,41.1,81.6,0.504,6.7,17.6,0.383,47.19,15.49,15.79,21.2,0.33,10.61
2007-08,PHO,41.4,82.7,0.5,8.5,21.5,0.393,38.28,14.58,21.22,25.81,0.12,12.36
2006-07,PHO,41.3,83.6,0.494,9.6,24,0.399,37.6,13.67,20.11,28.39,0.24,12.75
2005-06,PHO,41.8,87.4,0.479,10.2,25.6,0.399,30.78,13.8,26.17,29.06,0.18,14.01
2004-05,PHO,40.9,85.6,0.477,9.7,24.7,0.393,37.08,16.81,17.28,28.44,0.38,12.61
2003-04,PHO,36.1,81.4,0.443,5.1,14.7,0.345,41.54,19.43,21.07,17.69,0.27,11.07
2002-03,PHO,36.6,82.6,0.443,4.8,14,0.343,42.87,18.93,21.31,16.62,0.27,10.91
2001-02,PHO,37.8,84.6,0.447,4.4,13.4,0.327,43.16,20.22,20.82,15.68,0.12,10.7
2000-01,PHO,35.9,82.4,0.436,4,12.9,0.315,38.8,21.02,24.6,15.33,0.25,11.55
1999-00,PHO,37.7,82.6,0.457,5.6,15.2,0.368,42.48,18.54,21.12,17.7,0.16,11.09
1998-99,PHO,35.9,80.1,0.449,5.2,14,0.372,37.27,22.06,22.92,17.61,0.14,11.8
1997-98,PHO,38.3,81.8,0.468,5.3,14.8,0.356,40.6,22.4,19.23,17.63,0.15,11.13
1996-97,PHO,38.3,81.8,0.469,6.4,17.4,0.369,43.34,20.33,28.17,7.96,0.19,10.58
1995-96,PHO,38.5,81.4,0.473,4,12,0.332,0,0,0,0,0,0
1994-95,PHO,40.9,85,0.482,7.1,19.3,0.369,0,0,0,0,0,0
1993-94,PHO,41.8,86.3,0.484,4.2,12.7,0.33,0,0,0,0,0,0
1992-93,PHO,42.6,86.5,0.493,4.9,13.4,0.363,0,0,0,0,0,0
1991-92,PHO,43.3,88,0.492,2.8,7.3,0.381,0,0,0,0,0,0
1990-91,PHO,43.6,87.8,0.496,1.7,5.3,0.319,0,0,0,0,0,0
1989-90,PHO,43.2,87.1,0.496,2.1,6.6,0.324,0,0,0,0,0,0
1988-89,PHO,45.8,92,0.498,2,5.9,0.349,0,0,0,0,0,0
1987-88,PHO,43.3,89,0.486,1.4,4.4,0.331,0,0,0,0,0,0
1986-87,PHO,43.6,87.7,0.497,0.7,3.1,0.242,0,0,0,0,0,0
1985-86,PHO,42.9,85.3,0.503,0.5,2.2,0.208,0,0,0,0,0,0
1984-85,PHO,42.8,87.1,0.491,1.1,3.7,0.283,0,0,0,0,0,0
1983-84,PHO,44.8,88,0.509,0.9,3.5,0.254,0,0,0,0,0,0
1982-83,PHO,43.4,87.3,0.497,0.5,1.9,0.253,0,0,0,0,0,0
1981-82,PHO,42.8,87.1,0.491,0.7,2.1,0.31,0,0,0,0,0,0
1980-81,PHO,43.7,89.3,0.49,0.4,2,0.217,0,0,0,0,0,0
1979-80,PHO,43.5,88.2,0.493,0.8,3.4,0.243,0,0,0,0,0,0
2016-17,POR,40.5,88.1,0.46,11.1,30.4,0.363,39.15,12.73,13.64,34.2,0.28,13.36
2015-16,POR,38.6,85.9,0.45,10.5,28.5,0.37,39.08,12.02,15.66,33.04,0.2,13.33
2014-15,POR,38.7,86,0.45,9.8,27.2,0.362,35.47,13.95,18.96,31.41,0.21,13.74
