Season,Tm,FG,FGA,FG%,3P,3PA,3P%,Less than 8ft. usage %,8-16 feet usage %,16-24 feet usage %,24+ feet usage %,Back Court Shots usage %,Avg. Shot Dis.(ft.)
2013-14,POR,39.1,87,0.45,9.4,25.3,0.372,36.09,14.1,20.75,28.89,0.17,13.4
2012-13,POR,36.7,81.9,0.448,8.2,23.2,0.353,37.99,12.54,21.14,28.11,0.22,13.12
2011-12,POR,36.4,82.1,0.443,7.2,20.9,0.346,40.89,12.02,21.58,25.2,0.31,12.51
2010-11,POR,36,80.5,0.447,6.3,18.3,0.345,41.6,15.03,20.58,22.42,0.36,12.13
2009-10,POR,36.3,78.7,0.461,6,16.9,0.354,35.55,17.45,25.49,21.04,0.46,12.52
2008-09,POR,36.8,79.2,0.465,7.3,19,0.383,38.19,14.82,23.08,23.42,0.5,12.4
2007-08,POR,35.8,79.8,0.448,6.6,17.4,0.377,30.19,16.87,31.19,21.21,0.55,13.75
2006-07,POR,35,78,0.45,5.2,15,0.346,42.48,12.85,25.36,18.82,0.5,11.81
2005-06,POR,34,76.4,0.445,4.4,12.7,0.349,42.64,12.57,28.25,16.2,0.34,11.55
2004-05,POR,35.3,78.3,0.451,5.1,14.2,0.362,45.99,14.54,21.48,17.77,0.22,10.81
2003-04,POR,35.3,78.9,0.448,4.6,13.4,0.346,42.94,18.25,21.82,16.78,0.22,11.14
2002-03,POR,36.4,79.2,0.46,4.6,14,0.33,43.63,17.18,21.55,17.22,0.42,11.07
2001-02,POR,36.6,81.4,0.45,5.7,16.1,0.354,39.65,15.11,25.53,19.47,0.24,12.01
2000-01,POR,36.6,78.3,0.468,4.5,12.9,0.349,40.98,17.16,25.43,16.21,0.22,11.49
1999-00,POR,36.8,78.4,0.47,5,13.8,0.361,42.55,15.93,24.01,17.22,0.3,11.38
1998-99,POR,34.9,79.1,0.442,4.9,13.5,0.364,41.51,16.59,24.74,16.95,0.21,11.6
1997-98,POR,35.2,78,0.451,4,12.8,0.309,47.88,18.92,18.1,14.94,0.16,10.13
1996-97,POR,36.6,78.8,0.464,6.1,17.1,0.358,51.15,18.41,23.48,6.82,0.14,9.39
1995-96,POR,37.4,81.6,0.458,5.9,16.6,0.353,0,0,0,0,0,0
1994-95,POR,39.2,87,0.451,5.6,15.4,0.365,0,0,0,0,0,0
1993-94,POR,41.1,90.6,0.454,3.3,9.4,0.353,0,0,0,0,0,0
1992-93,POR,41,89.5,0.458,3.4,10.3,0.326,0,0,0,0,0,0
1991-92,POR,42.4,89.7,0.473,4,11.5,0.344,0,0,0,0,0,0
1990-91,POR,43.6,89.9,0.485,4.2,11,0.377,0,0,0,0,0,0
1989-90,POR,43.6,92,0.473,2.3,6.9,0.336,0,0,0,0,0,0
1988-89,POR,45.1,95.1,0.474,2.6,7.9,0.335,0,0,0,0,0,0
1987-88,POR,44.6,91,0.491,1.4,4.6,0.308,0,0,0,0,0,0
1986-87,POR,44.5,88.4,0.504,1.2,4.1,0.289,0,0,0,0,0,0
1985-86,POR,44,88.8,0.496,0.9,3.4,0.269,0,0,0,0,0,0
1984-85,POR,45.2,89.9,0.503,0.6,2.5,0.252,0,0,0,0,0,0
1983-84,POR,44.3,87.7,0.505,0.3,1.6,0.194,0,0,0,0,0,0
1982-83,POR,42.2,86.9,0.486,0.4,1.8,0.233,0,0,0,0,0,0
1981-82,POR,44.3,87.6,0.505,0.4,1.7,0.207,0,0,0,0,0,0
1980-81,POR,45.6,91.9,0.496,0.3,1.8,0.169,0,0,0,0,0,0
1979-80,POR,41.6,87.4,0.476,0.3,1.6,0.197,0,0,0,0,0,0
2016-17,SAC,37.7,83.2,0.454,8.2,23.3,0.351,43.42,12.56,16.03,27.66,0.33,12.45
2015-16,SAC,40,86.4,0.464,8,22.4,0.359,48.15,10.36,15.52,25.71,0.25,11.68
2014-15,SAC,36.7,80.7,0.455,5.6,16.5,0.341,48.18,13.14,18.19,20.28,0.22,11.05
2013-14,SAC,36.9,82.5,0.447,6,18,0.333,44.99,14.44,18.77,21.64,0.16,11.78
2012-13,SAC,37.6,84.2,0.447,7.4,20.5,0.363,47.03,11.43,17.19,24.09,0.26,11.72
2011-12,SAC,37.7,86.5,0.436,6.2,19.7,0.316,49.34,10.79,17.12,22.45,0.3,11.26
2010-11,SAC,38.2,85.1,0.449,5.2,15.6,0.335,44.92,14.69,22.12,17.9,0.37,11.5
2009-10,SAC,38.3,84.1,0.456,5.9,16.9,0.349,45.1,12.9,21.96,19.8,0.25,11.21
2008-09,SAC,36.5,81.5,0.447,7.1,19.4,0.368,39.49,13.68,22.99,23.52,0.3,12.37
2007-08,SAC,37.1,80,0.464,6.2,16.7,0.373,42.06,13.19,23.91,20.68,0.17,11.68
2006-07,SAC,35.9,79.7,0.45,6.5,18.5,0.35,40.19,11.11,25.54,23.03,0.14,12.33
2005-06,SAC,36,79.3,0.454,6,17.2,0.351,37.52,9.37,31.38,21.51,0.22,12.9
2004-05,SAC,39.1,85.1,0.459,6.4,17,0.374,35.32,10.96,33.66,19.88,0.17,13.04
2003-04,SAC,37.8,81.8,0.462,7.3,18.3,0.401,38.13,11.22,28.36,22.02,0.27,12.63
2002-03,SAC,39.5,85.2,0.464,6,15.7,0.381,39.31,12.98,29.33,17.95,0.43,12.18
2001-02,SAC,39.8,85.4,0.467,5.2,14.1,0.367,42.74,12.89,27.82,16.44,0.11,11.29
2000-01,SAC,38.2,85,0.449,5.8,16.5,0.354,44.76,12.86,22.99,19.08,0.32,11.41
1999-00,SAC,40,88.9,0.45,6.5,20.2,0.322,43.72,14.35,19.03,22.56,0.34,11.81
1998-99,SAC,38.4,86.1,0.445,5.8,18.9,0.308,47.1,14.55,16.27,21.82,0.27,11.13
1997-98,SAC,36.1,81.5,0.442,3.5,9.8,0.351,43.99,20.13,23.81,11.86,0.21,10.56
1996-97,SAC,36.6,80.6,0.454,5,12.9,0.391,43.04,19.68,30.5,6.69,0.09,10.51
1995-96,SAC,36.2,79.2,0.457,5.6,14.6,0.387,0,0,0,0,0,0
1994-95,SAC,36.9,78.8,0.468,4.4,12.6,0.346,0,0,0,0,0,0
1993-94,SAC,38.8,85.7,0.452,3.1,8.9,0.353,0,0,0,0,0,0
1992-93,SAC,41,88.6,0.463,3.2,9.6,0.332,0,0,0,0,0,0
1991-92,SAC,40.8,87.7,0.466,2.9,8.2,0.353,0,0,0,0,0,0
1990-91,SAC,37.6,83.1,0.453,2.6,7,0.374,0,0,0,0,0,0
1989-90,SAC,40.3,86,0.468,2.6,7.9,0.333,0,0,0,0,0,0
1988-89,SAC,41,89.6,0.457,3.7,10,0.373,0,0,0,0,0,0
1987-88,SAC,42.2,89.5,0.471,1.8,5.5,0.32,0,0,0,0,0,0
1986-87,SAC,43,90.4,0.475,0.9,3.7,0.251,0,0,0,0,0,0
1985-86,SAC,43.1,88,0.49,0.4,1.6,0.224,0,0,0,0,0,0
1984-85,KCK,44.7,88.7,0.504,0.8,2.9,0.265,0,0,0,0,0,0
1983-84,KCK,42.9,88.2,0.486,0.6,2.3,0.275,0,0,0,0,0,0
1982-83,KCK,45.4,91.3,0.497,0.6,2.6,0.237,0,0,0,0,0,0
1981-82,KCK,44,88.8,0.495,0.3,1.6,0.2,0,0,0,0,0,0
1980-81,KCK,43.6,87.2,0.5,0.6,2,0.292,0,0,0,0,0,0
1979-80,KCK,43.7,91.3,0.478,0.3,1.4,0.219,0,0,0,0,0,0
2016-17,SAS,37,80.4,0.46,8.8,21.9,0.4,35.04,16.57,21.15,26.98,0.26,13.29
2015-16,SAS,40.1,82.9,0.484,7,18.5,0.375,38.78,18.74,20.19,22.06,0.22,12.19
2014-15,SAS,39.1,83.6,0.468,8.3,22.5,0.367,43.01,15.28,14.78,26.78,0.15,12.05
2013-14,SAS,40.6,83.5,0.486,8.5,21.4,0.397,43.3,12.98,18.06,25.46,0.2,12.08
2012-13,SAS,39.1,81.4,0.481,8.1,21.5,0.376,43.75,13.56,16.27,26.19,0.22,11.98
2011-12,SAS,39.6,82.8,0.478,8.4,21.3,0.393,43.43,14.43,16.36,25.65,0.13,11.96
2010-11,SAS,38.4,80.8,0.475,8.4,21.1,0.397,41.43,15.8,16.74,25.9,0.14,12.17
2009-10,SAS,38.4,81.2,0.473,6.8,18.9,0.358,42.17,14.36,20.26,23.01,0.2,11.76
2008-09,SAS,37.1,79.7,0.466,7.6,19.8,0.386,36.37,13.96,25.42,24.01,0.24,12.97
2007-08,SAS,35.8,78.3,0.457,7.2,19.6,0.369,36.41,15.78,22.99,24.62,0.21,12.82
2006-07,SAS,36.6,77.2,0.474,7.3,19,0.381,40.81,14.32,20.49,24.22,0.16,12.19
2005-06,SAS,36.5,77.3,0.472,6.4,16.6,0.385,44.07,15.04,19.49,21.22,0.17,11.42
2004-05,SAS,35.6,78.7,0.453,6.2,17,0.363,44.91,16.25,17.35,21.29,0.2,11.19
2003-04,SAS,34.7,78.5,0.442,5,13.9,0.358,43.73,18.53,19.98,17.57,0.19,11.17
2002-03,SAS,35.5,76.8,0.462,5.5,15.5,0.354,46.17,17.31,16.31,19.99,0.21,10.83
2001-02,SAS,35.5,77.6,0.458,5.3,14.8,0.362,43.06,22.57,15.34,18.88,0.14,10.8
2000-01,SAS,35.2,76.4,0.461,5.4,13.3,0.407,39.38,22.68,20.48,17.21,0.26,11.46
1999-00,SAS,36,78,0.462,4,10.8,0.374,43.52,22,20.73,13.59,0.16,10.64
1998-99,SAS,34.8,76.2,0.456,3.4,10.4,0.33,45.84,19.29,21.13,13.55,0.19,10.38
1997-98,SAS,35.3,75.5,0.468,3.7,10.5,0.35,48.79,20.23,17.31,13.58,0.1,9.74
1996-97,SAS,34.5,77.9,0.442,4.6,14.4,0.32,49.4,15.46,26.5,8.62,0.03,9.5
1995-96,SAS,38.4,80.5,0.477,6.3,16.1,0.392,0,0,0,0,0,0
1994-95,SAS,39.5,81.5,0.484,5.3,14.1,0.375,0,0,0,0,0,0
1993-94,SAS,38.8,81.6,0.475,3,8.7,0.349,0,0,0,0,0,0
1992-93,SAS,40.4,82.5,0.49,2.9,8.4,0.341,0,0,0,0,0,0
1991-92,SAS,41.2,86.5,0.476,1.4,4.9,0.292,0,0,0,0,0,0
1990-91,SAS,41.6,85.2,0.488,1,3.6,0.273,0,0,0,0,0,0
1989-90,SAS,41.3,85.3,0.484,0.7,2.8,0.239,0,0,0,0,0,0
1988-89,SAS,42.3,90.4,0.468,0.8,3.6,0.215,0,0,0,0,0,0
1987-88,SAS,45.2,92.2,0.49,1.6,5,0.323,0,0,0,0,0,0
1986-87,SAS,43.1,90.9,0.474,1.4,4.9,0.29,0,0,0,0,0,0
1985-86,SAS,43.9,86.6,0.506,0.6,2.4,0.235,0,0,0,0,0,0
1984-85,SAS,45.1,87.8,0.513,0.7,2.5,0.272,0,0,0,0,0,0
1983-84,SAS,47.7,94.2,0.506,1,3.2,0.3,0,0,0,0,0,0
1982-83,SAS,45.1,89.5,0.504,1.1,3.8,0.305,0,0,0,0,0,0
1981-82,SAS,45.1,92.8,0.486,0.8,3.1,0.254,0,0,0,0,0,0
1980-81,SAS,43.5,88.7,0.491,0.2,1,0.176,0,0,0,0,0,0
1979-80,SAS,47,94.4,0.498,0.6,2.5,0.252,0,0,0,0,0,0
1978-79,SAS,47.9,94.6,0.506,0,0,0,0,0,0,0,0,0
1977-78,SAS,46.3,92.6,0.5,0,0,0,0,0,0,0,0,0
1976-77,SAS,45.3,93.4,0.485,0,0,0,0,0,0,0,0,0
1975-76,SAA,46.3,94.6,0.489,0.3,1.5,0.2,0,0,0,0,0,0
1974-75,SAA,45,94.2,0.478,0.5,1.9,0.261,0,0,0,0,0,0
1973-74,SAA,39.8,87.5,0.455,0.6,2.9,0.212,0,0,0,0,0,0
1972-73,DLC,41.7,91,0.458,1.7,5.2,0.33,0,0,0,0,0,0
1971-72,DLC,40,89.3,0.448,1.2,3.7,0.336,0,0,0,0,0,0
1970-71,TEX,47.2,106.4,0.443,2.9,9.2,0.311,0,0,0,0,0,0
1969-70,DLC,44.9,98.4,0.457,2.2,7,0.32,0,0,0,0,0,0
1968-69,DLC,40.8,91.7,0.445,1.2,3.9,0.316,0,0,0,0,0,0
1967-68,DLC,41.8,91.9,0.455,0.4,1.5,0.242,0,0,0,0,0,0
2016-17,TOR,39.6,84.2,0.47,8.9,23.6,0.379,39.25,15.83,16.89,27.84,0.2,12.82
2015-16,TOR,36.7,81.3,0.451,8.6,23.4,0.37,42.74,14.72,13.9,28.37,0.27,12.38
2014-15,TOR,37.9,83.3,0.455,8.9,25.1,0.352,41.43,13.82,14.52,30.05,0.18,12.77
2013-14,TOR,36.5,81.9,0.445,8.7,23.4,0.372,39.35,14.1,18.03,28.31,0.21,13.07
2012-13,TOR,36.3,81.5,0.446,7,20.3,0.343,37.76,15.41,21.94,24.74,0.15,13.03
2011-12,TOR,34.4,78.1,0.44,5.5,16.3,0.34,39.08,13.76,26.31,20.61,0.25,12.62
2010-11,TOR,38.3,82.4,0.465,4.2,13.3,0.316,44.5,14.86,24.49,15.88,0.27,11.3
2009-10,TOR,39,80.9,0.482,6.3,17,0.371,40.58,14.54,23.81,20.45,0.62,12.22
2008-09,TOR,37.2,81.4,0.458,5.8,15.7,0.372,33.45,17.83,29.45,19,0.27,12.72
2007-08,TOR,38.4,82,0.468,7,17.8,0.392,32.7,14.2,31.42,21.38,0.3,13.19
2006-07,TOR,37,79.8,0.463,6.5,17.9,0.363,35.02,15.3,27.33,22.1,0.24,12.78
2005-06,TOR,36.7,81,0.454,7.4,19.8,0.375,36.99,17.25,21.42,24.08,0.26,12.49
2004-05,TOR,36,81.2,0.444,7.9,20.5,0.385,37.44,16.7,20.71,24.86,0.29,12.51
2003-04,TOR,32.4,77.4,0.418,5.6,15.8,0.356,33.79,19.1,26.76,20.17,0.18,12.67
2002-03,TOR,34.7,81.3,0.427,5,14.5,0.343,37.11,18.7,26.29,17.66,0.24,12.06
2001-02,TOR,35.6,82,0.434,4.7,13.5,0.349,36.63,23.12,23.81,16.11,0.33,11.82
2000-01,TOR,37.2,85,0.437,5.2,14.2,0.369,35.18,18.07,30.05,16.42,0.27,12.44
1999-00,TOR,36.3,83.9,0.433,5.2,14.3,0.363,32.86,21.65,28.51,16.78,0.19,12.48
1998-99,TOR,33.2,78.8,0.421,4.5,13.2,0.341,39.89,22.75,20.68,16.44,0.23,11.24
1997-98,TOR,36.2,83.1,0.435,4.5,13.2,0.343,45.24,21.74,17.11,15.79,0.12,10.19
1996-97,TOR,35.3,80.9,0.437,7.2,19.8,0.363,45.94,18.23,25.36,10.22,0.24,10.36
1995-96,TOR,37.6,80.5,0.467,5,14.2,0.354,0,0,0,0,0,0
2016-17,UTA,36.2,78.5,0.461,8.8,25.7,0.344,39.76,14.89,12.6,32.55,0.2,12.86
2015-16,UTA,36.1,80.4,0.449,8.5,23.9,0.355,41.32,16.34,12.73,29.27,0.35,12.32
2014-15,UTA,35.4,79.2,0.447,7.4,21.7,0.343,43.59,12.93,16.01,27.17,0.29,12.19
2013-14,UTA,36,81.1,0.444,6.6,19.2,0.344,41.94,14.5,19.88,23.31,0.38,12.24
2012-13,UTA,37.1,81.8,0.454,6.2,16.9,0.366,42.52,14.52,22.32,20.37,0.27,11.98
2011-12,UTA,38.2,83.8,0.456,4.1,12.8,0.323,47.19,16.97,20.53,15.01,0.29,10.71
2010-11,UTA,37.4,80.4,0.465,5.3,15.3,0.346,43.34,15.54,22.03,18.8,0.29,11.59
2009-10,UTA,39.4,80.2,0.491,5.4,14.7,0.364,47.53,12.11,22.01,18.14,0.21,10.57
2008-09,UTA,38.3,80.8,0.475,4.8,13.7,0.349,45.06,12.07,26.01,16.63,0.23,10.87
2007-08,UTA,40,80.4,0.497,5,13.4,0.372,44.86,12.39,26.33,16.12,0.29,10.89
2006-07,UTA,37.4,78.9,0.474,4.3,12.9,0.335,43.95,14,25.76,16.06,0.23,11.03
2005-06,UTA,33.5,75.7,0.442,3.8,11.3,0.336,42.11,13.31,29.76,14.61,0.21,11.34
2004-05,UTA,34.5,76.8,0.449,3,9.3,0.328,40.25,16.46,31.47,11.54,0.29,11.29
2003-04,UTA,32.8,75.3,0.436,3.1,9.6,0.321,42.03,12.56,32.8,12.43,0.18,11.21
2002-03,UTA,35.3,75.5,0.468,2.7,7.8,0.349,41.75,16.56,31.44,10.08,0.17,10.81
2001-02,UTA,35,77.7,0.45,3.4,10.3,0.333,45.73,14.94,26.22,12.99,0.13,10.39
2000-01,UTA,36.1,76.7,0.471,4,10.4,0.381,45.06,15.53,26.04,13.24,0.13,10.56
1999-00,UTA,36.1,77.8,0.464,4,10.4,0.385,39.66,18.84,28.26,13.06,0.19,11.33
1998-99,UTA,33.7,72.4,0.465,2.8,7.8,0.361,45.37,17.15,26.66,10.69,0.12,10.23
1997-98,UTA,36.5,74.5,0.49,3,8.2,0.372,46.36,16.78,26.07,10.65,0.13,9.98
1996-97,UTA,38.2,75.8,0.504,4.1,11,0.37,47.12,18.87,27.28,6.64,0.08,9.64
1995-96,UTA,38.2,78.3,0.488,4.6,12.4,0.372,0,0,0,0,0,0
1994-95,UTA,39.5,77.3,0.512,3.7,9.8,0.376,0,0,0,0,0,0
1993-94,UTA,39.1,82.1,0.477,2.2,6.8,0.32,0,0,0,0,0,0
1992-93,UTA,40.7,83.3,0.489,1.6,5,0.314,0,0,0,0,0,0
1991-92,UTA,41.2,83.7,0.492,1.9,5.6,0.345,0,0,0,0,0,0
1990-91,UTA,39.2,79.7,0.492,1.8,5.6,0.323,0,0,0,0,0,0
1989-90,UTA,40.6,80.4,0.505,2.8,7.7,0.359,0,0,0,0,0,0
1988-89,UTA,38.8,80.4,0.482,1.4,4.6,0.3,0,0,0,0,0,0
1987-88,UTA,42.5,86.5,0.491,1.6,4.9,0.319,0,0,0,0,0,0
1986-87,UTA,42.5,91.6,0.464,1.7,5.5,0.31,0,0,0,0,0,0
1985-86,UTA,42.1,86.4,0.488,0.4,2.1,0.207,0,0,0,0,0,0
1984-85,UTA,42.4,89,0.476,1.3,3.7,0.336,0,0,0,0,0,0
1983-84,UTA,44,88.3,0.498,1.2,3.9,0.319,0,0,0,0,0,0
1982-83,UTA,43,89.5,0.48,0.5,2.2,0.24,0,0,0,0,0,0
1981-82,UTA,44.9,90.8,0.494,0.3,1.2,0.227,0,0,0,0,0,0
1980-81,UTA,40.6,83.2,0.488,0.5,2,0.258,0,0,0,0,0,0
1979-80,UTA,41.2,83.1,0.496,0.7,2.3,0.319,0,0,0,0,0,0
2016-17,WAS,39.3,87.7,0.448,7.5,22.1,0.341,39.46,17.58,17.85,24.9,0.2,12.46
2015-16,WAS,39.5,85.8,0.46,8.6,24.2,0.358,38.48,14.4,18.96,27.91,0.26,12.97
2014-15,WAS,38.3,82.8,0.462,6.1,16.8,0.36,39.57,17.11,22.96,20.16,0.19,12.11
2013-14,WAS,38.7,84.4,0.459,7.9,20.8,0.38,38.8,14.54,22.04,24.41,0.2,12.73
2012-13,WAS,35.5,81.6,0.435,6.6,18.2,0.365,37.66,18.44,21.58,22.12,0.21,12.6
2011-12,WAS,36.6,83,0.441,5.2,16.3,0.32,43.24,14.44,22.73,19.41,0.18,11.68
2010-11,WAS,37.2,84,0.443,4.8,14.4,0.332,41.58,16.58,24.67,16.97,0.2,11.7
2009-10,WAS,36.7,81.7,0.449,5.3,14.9,0.353,38.91,15.42,27.39,18.03,0.25,12.15
2008-09,WAS,36.5,81.2,0.45,4.8,14.6,0.33,42.81,14.95,24.27,17.82,0.15,11.45
2007-08,WAS,36.4,81.6,0.446,7,19.7,0.356,39.24,13.64,23.05,23.91,0.16,12.59
2006-07,WAS,37.4,83.2,0.45,6.8,19.7,0.348,39.1,10.31,26.88,23.48,0.22,12.76
2005-06,WAS,36.3,81.2,0.447,6.1,17,0.357,42.02,12.33,24.73,20.73,0.18,12.15
2004-05,WAS,36.2,82.9,0.437,6.3,18.3,0.343,41.88,15.46,20.64,21.77,0.25,12.07
2003-04,WAS,33.6,80,0.421,5.3,15.5,0.341,43.25,16.08,21.38,19.14,0.15,11.5
2002-03,WAS,34.3,78,0.44,3.1,9.9,0.312,33.03,23.38,30.9,12.64,0.05,12.29
2001-02,WAS,35.8,81.3,0.441,3.7,9.6,0.388,33.31,26.18,28.73,11.68,0.11,12.06
2000-01,WAS,34.5,78.7,0.439,3.4,10.3,0.324,41.44,25.23,20.19,13.05,0.09,10.86
1999-00,WAS,36.7,81.5,0.451,4.1,10.9,0.376,41.45,25.99,19.21,13.26,0.08,10.79
1998-99,WAS,35.4,79.4,0.445,3.6,11.6,0.309,39.12,23.96,22.5,14.36,0.06,11.26
1997-98,WAS,37.6,83.1,0.452,3.9,11.5,0.339,41.17,25.84,19.23,13.71,0.05,10.61
1996-97,WSB,39.1,81.4,0.48,4,12.2,0.331,48.51,24.25,16.95,10.13,0.16,9.15
1995-96,WSB,39,80.7,0.484,6,14.8,0.407,0,0,0,0,0,0
1994-95,WSB,38.7,84.1,0.46,5.3,15.4,0.343,0,0,0,0,0,0
1993-94,WSB,39,83.2,0.468,2.7,9.1,0.297,0,0,0,0,0,0
1992-93,WSB,40.3,86.2,0.467,2.1,7,0.301,0,0,0,0,0,0
1991-92,WSB,41,89,0.461,1.8,6.5,0.272,0,0,0,0,0,0
1990-91,WSB,41.3,88.6,0.466,0.7,3.5,0.194,0,0,0,0,0,0
1989-90,WSB,43.9,92.5,0.475,0.5,2.4,0.188,0,0,0,0,0,0
1988-89,WSB,42.9,92.6,0.464,0.6,3,0.214,0,0,0,0,0,0
1987-88,WSB,40.9,87.4,0.468,0.4,1.7,0.21,0,0,0,0,0,0
1986-87,WSB,40.9,90.2,0.454,0.5,2.7,0.197,0,0,0,0,0,0
1985-86,WSB,40.4,87.2,0.463,1.4,5,0.284,0,0,0,0,0,0
1984-85,WSB,43.1,90,0.479,1.3,4.9,0.274,0,0,0,0,0,0
1983-84,WSB,40.8,84.2,0.484,0.9,3.4,0.252,0,0,0,0,0,0
1982-83,WSB,40.3,86.1,0.468,0.9,2.9,0.295,0,0,0,0,0,0
1981-82,WSB,41.5,87.4,0.474,0.7,2.9,0.25,0,0,0,0,0,0
1980-81,WSB,43.3,91.7,0.472,0.8,2.9,0.27,0,0,0,0,0,0
1979-80,WSB,43.6,95.1,0.458,0.9,2.9,0.307,0,0,0,0,0,0